subject,predicate,object
COPD,associated_with,heart disease
COPD,associated_with,peripheral artery disease
COPD,associated_with,lung cancer
COPD,associated_with,mental health issues
COPD,associated_with,anxiety
COPD,associated_with,depression
COPD,associated_with,stress
COPD,associated_with,flare-ups
COPD,associated_with,infections
COPD,associated_with,respiratory infections
COPD,associated_with,COVID-19
COPD,associated_with,flu
COPD,associated_with,pneumonia
COPD,associated_with,whooping cough
COPD,associated_with,shingles
COPD,associated_with,respiratory syncytial virus
COPD,associated_with,obesity
COPD,associated_with,smoking
COPD,associated_with,not getting enough physical activity
COPD,associated_with,poor air quality
COPD,associated_with,air pollution
COPD,associated_with,dust
COPD,associated_with,chemical fumes
COPD,associated_with,secondhand smoke
COPD,associated_with,cold temperatures
COPD,associated_with,reflux
COPD,associated_with,heartburn
COPD,associated_with,oral health issues
COPD,associated_with,mental health support
COPD,associated_with,patient support groups
COPD,associated_with,family support
COPD,associated_with,healthcare provider communication
COPD,associated_with,regular dental check-ups
COPD,associated_with,heartburn management
COPD,associated_with,air quality monitoring
COPD,associated_with,smoking cessation
COPD,associated_with,physical activity
COPD,associated_with,healthy diet
COPD,associated_with,nutritional supplements
COPD,associated_with,home accessibility modifications
COPD,associated_with,medication adherence
COPD,associated_with,inhaler technique training
COPD,associated_with,vaccine administration
COPD,associated_with,emergency preparedness
COPD,associated_with,healthcare provider guidance
COPD,associated_with,patient education
COPD,associated_with,self-management program
COPD,associated_with,nutritional planning
COPD,associated_with,activity planning
COPD,associated_with,air filter use
COPD,associated_with,avoiding triggers
COPD,associated_with,climate change
COPD,associated_with,extreme heat
COPD,associated_with,wildfires
COPD,associated_with,heart health
COPD,associated_with,high blood pressure
COPD,associated_with,cardiovascular events
COPD,associated_with,heart attacks
COPD,associated_with,stroke
COPD,associated_with,heart failure
