subject,predicate,object
coronavirus-disease-(covid-19),is_prevented_by,good hygiene practices
coronavirus-disease-(covid-19),leads_to_complication,persistent pain or pressure in the chest
chronic_lung_disease,has_symptom,emphysema
coronavirus-disease-(covid-19),spreads_between,people in close contact
coronavirus-disease-(covid-19),leads_to_complication,death
coronavirus-disease-(covid-19),has_symptom,dizziness
chronic liver disease,increases_risk,severe coronavirus disease (covid-19)
coronavirus-disease-(covid-19),has_symptom,hoarse voice
pharmacological_treatment,treats,coronavirus-disease-(covid-19)
coronavirus-disease-(covid-19),has_symptom,cough
coronavirus-disease-(covid-19),is_prevented_by,preventive measures
coronavirus-disease-(covid-19),has_symptom,difficulty sleeping
covid-19 vaccines,prevents,hospitalization
coronavirus-disease-(covid-19),is_prevented_by,preventive_measures
coronavirus-disease-(covid-19),has_risk_factor,exposure to respiratory viruses
coronavirus-disease-(covid-19),leads_to_complication,pale gray or blue lips nail beds and skin
coronavirus-disease-(covid-19),has_risk_factor,pregnancy
chronic_lung_disease,has_symptom,interstitial_lung_disease
coronavirus-disease-(covid-19),is_spread_by,breathing out droplets
coronavirus-disease-(covid-19),has_risk_factor,underlying medical conditions
coronavirus-disease-(covid-19),has_symptom,loss of sense of smell
long covid,has_symptom,fatigue
post-covid conditions,associated_with,long covid
lagevrio,treats,covid-19
coronavirus-disease-(covid-19),is_prevented_by,coughing into a bent elbow or tissue
chronic_lung_disease,has_symptom,chronic_obstructive_pulmonary_disease
coronavirus-disease-(covid-19),leads_to_complication,reinfections
coronavirus-disease-(covid-19),leads_to_complication,intensive care
coronavirus-disease-(covid-19),has_symptom,nausea or vomiting
coronavirus-disease-(covid-19),is_prevented_by,precautions to prevent spread
vaccination,reduces,mortality
covid-19 vaccination,associated_with,staying up to date
diabetes,associated_with,increased_covid-19_risk
antigen_tests,includes,self-tests
coronavirus-disease-(covid-19),occurs_with,rsv
coronavirus-disease-(covid-19),leads_to_complication,kidney injury
antigen_tests,diagnoses,coronavirus-disease-(covid-19)
coronavirus-disease-(covid-19),has_symptom,emergency_warning_signs
covid-19,has_risk_factor,unvaccinated_individuals
coronavirus-disease-(covid-19),has_risk_factor,older adults
covid-19,is_prevented_by,pemivibart_(pemgarda™)
coronavirus-disease-(covid-19),is_treated_by,treatment started within a few days of symptom onset
coronavirus-disease-(covid-19),has_risk_factor,chronic_lung_disease
coronavirus-disease-(covid-19),has_risk_factor,genetic conditions
chronic heart disease,increases_risk,severe coronavirus disease (covid-19)
coronavirus-disease-(covid-19),is_prevented_by,steps for cleaner air
coronavirus-disease-(covid-19),has_risk_factor,asthma
covid-19,leads_to_complication,severe_illness
chronic_lung_disease,has_symptom,pulmonary_hypertension
coronavirus-disease-(covid-19),has_symptom,abdominal pain
antiviral_medications,treats,covid-19
coronavirus-disease-(covid-19),leads_to_complication,long covid
respiratory viruses,includes,rsv
severe illness,associated_with,death
coronavirus-disease-(covid-19),leads_to_complication,ventilator use
deciding next steps,includes,getting treatment
risk factors for severe illness,associated_with,severe illness
coronavirus-disease-(covid-19),has_symptom,fever or chills
vaccination,prioritizes,persons with underlying medical conditions
long covid,has_symptom,breathlessness
coronavirus-disease-(covid-19),has_symptom,fever
coronavirus-disease-(covid-19),is_prevented_by,self-isolation when symptomatic
cancer,is_caused_by,immunosuppressive_treatments
coronavirus-disease-(covid-19),has_risk_factor,metabolic conditions
testing for covid-19,helps,deciding next steps
coronavirus-disease-(covid-19),has_risk_factor,sickle_cell_disease
coronavirus-disease-(covid-19),has_symptom,headache
coronavirus-disease-(covid-19),has_symptom,new and persistent cough
chronic_lung_disease,has_symptom,asthma
treatment started within a few days of symptom onset,lowers,risk of severe illness
coronavirus-disease-(covid-19),is_diagnosed_by,antigen_tests
coronavirus-disease-(covid-19),has_symptom,shortness of breath
hemoglobin_blood_disorders,associated_with,thalassemia
coronavirus-disease-(covid-19),occurs_with,attack on other body parts
coronavirus-disease-(covid-19),has_symptom,congestion or runny nose
chronic_lung_disease,has_symptom,idiopathic_pulmonary_fibrosis
pemivibart_(pemgarda™),prevents,covid-19
sars-cov-2,is_caused_by,coronavirus-disease-(covid-19)
coronavirus-disease-(covid-19),has_symptom,shortness of breath or difficulty breathing
coronavirus-disease-(covid-19),is_spread_by,infected person
coronavirus-disease-(covid-19),is_treated_by,test_to_treat_locations
coronavirus-disease-(covid-19),is_spread_by,asymptomatic person
covid-19 vaccines,prevents,death
coronavirus-disease-(covid-19),has_risk_factor,age over 60
coronavirus-disease-(covid-19),is_prevented_by,cdc's respiratory virus guidance
coronavirus-disease-(covid-19),is_treated_by,health care treatment
cdc's respiratory virus guidance,treats,coronavirus-disease-(covid-19)
coronavirus-disease-(covid-19),leads_to_complication,hospitalization
coronavirus-disease-(covid-19),occurs_with,influenza (flu)
coronavirus-disease-(covid-19),has_risk_factor,age over 65
covid-19,has_risk_factor,heart_disease
covid-19 vaccines,prevents,severe illness
coronavirus-disease-(covid-19),has_risk_factor,congenital heart disease
coronavirus-disease-(covid-19),has_risk_factor,underlying health conditions
risk factors for severe illness,is_treated_by,health care treatment
health care treatment,treats,coronavirus-disease-(covid-19)
coronavirus-disease-(covid-19),has_risk_factor,not staying up to date on covid-19 vaccines
coronavirus-disease-(covid-19),is_prevented_by,lowering severe illness risk
coronavirus-disease-(covid-19),has_risk_factor,cancer
smoking,associated_with,increased_covid-19_risk
immunosuppressive medication,increases_risk,coronavirus-disease-(covid-19)
slowing the spread,treats,coronavirus-disease-(covid-19)
coronavirus-disease-(covid-19),has_symptom,new loss of taste or smell
coronavirus-disease-(covid-19),has_risk_factor,older age
coronavirus-disease-(covid-19),has_symptom,severe fatigue
covid-19,is_prevented_by,covid-19_vaccines
coronavirus-disease-(covid-19),leads_to_complication,thromboembolism
risk_factors_for_severe_illness,includes,coronavirus-disease-(covid-19)
coronavirus-disease-(covid-19),is_spread_by,person to animal transmission
getting treatment,helps,reduce risk of severe illness
coronavirus-disease-(covid-19),has_symptom,sore throat
coronavirus-disease-(covid-19),occurs_with,attack on lungs
respiratory viruses,includes,covid-19
covid-19,leads_to_complication,hospitalization
coronavirus-disease-(covid-19),occurs_with,attack on respiratory system
covid-19,has_symptom,severe_illness
coronavirus-disease-(covid-19),is_diagnosed_by,pcr tests
chronic_lung_disease,has_symptom,bronchiectasis
coronavirus-disease-(covid-19),leads_to_complication,multiorgan failure
nucleic_acid_amplification_tests_(naats),diagnoses,coronavirus-disease-(covid-19)
coronavirus-disease-(covid-19),has_symptom,sneezing
covid-19,is_treated_by,convalescent_plasma
coronavirus-disease-(covid-19),is_caused_by,infection with sars-cov-2
convalescent_plasma,treats,covid-19
influenza (flu),is_caused_by,infection with influenza viruses
coronavirus-disease-(covid-19),is_treated_by,treatments based on disease severity
covid-19,has_risk_factor,chronic_lung_disease
coronavirus-disease-(covid-19),has_symptom,vomiting
coronavirus-disease-(covid-19),is_treated_by,covid-19 vaccines
coronavirus-disease-(covid-19),has_risk_factor,neurologic conditions
coronavirus-disease-(covid-19),leads_to_complication,inability to wake or stay awake
coronavirus-disease-(covid-19),is_prevented_by,wearing a mask
coronavirus-disease-(covid-19),has_symptom,sore eyes
coronavirus-disease-(covid-19),same_as,covid-19
coronavirus-disease-(covid-19),has_risk_factor,racial and ethnic minority groups
coronavirus-disease-(covid-19),has_risk_factor,obesity
nucleic_acid_amplification_tests_(naats),includes,pcr_tests
diabetes mellitus,increases_risk,severe coronavirus disease (covid-19)
coronavirus-disease-(covid-19),is_spread_by,breathing out small particles
coronavirus-disease-(covid-19),is_prevented_by,slowing the spread
chronic lung disease,increases_risk,severe coronavirus disease (covid-19)
cancer,increases_risk,severe coronavirus disease (covid-19)
paxlovid,treats,covid-19
people with pre-existing health problems,has_risk_factor,coronavirus-disease-(covid-19)
coronavirus-disease-(covid-19),is_prevented_by,avoiding crowds
obesity,increases_risk,severe coronavirus disease (covid-19)
coronavirus-disease-(covid-19),has_risk_factor,risk factors for severe illness
coronavirus-disease-(covid-19),is_treated_by,pharmacological_treatment
coronavirus-disease-(covid-19),leads_to_complication,severe inflammatory syndrome in children
coronavirus-disease-(covid-19),leads_to_complication,new confusion
