node_id,node_attr
213,avoidance_of_asthma_triggers
214,occupational irritants
215,timely_drying
216,humidity
217,hospital_admission
218,controller_therapy
219,psychological stress management
220,asthma_triggers
221,bad weather
222,limited_access_to_healthcare
223,cold air
224,lung function tests
225,fungal_growth
226,climate_change_impacts
227,preeclampsia
228,hepa_vacuuming
229,mental_health_condition
230,workplace exposure
231,feather_pillows
232,family_history_of_respiratory_issues
233,quick-relief medications
234,narrowed_airways
235,not
236,older_age
237,medication_allergy
238,death
239,young_age
240,air_quality
241,increased_ozone_levels
242,non-adherence_to_treatment
243,allergic foods
244,airway_narrowing
245,asthma attack
246,urbanization
247,pollen_count_increases
248,heating_systems
249,pest_control
250,allergic_condition
251,inhaled corticosteroid therapy
252,thunderstorms
253,extreme_weather_events
254,bronchodilators
255,race_or_ethnicity
256,washing hands
257,nocturnal symptoms
258,indoor_air_pollution
259,respiratory_infection
260,sex
261,drug_abuse
262,morning_time
263,carpeting
264,influenza vaccination
265,non-use_of_inhaled_corticosteroids
266,shortness of breath
267,past_life-threatening_asthma_attacks
268,wood_smoke
269,not stopping medications
270,poor_air_quality
271,frequent nocturnal awakenings
272,inadequate_asthma_education
273,pediatric_age_group
274,past_hospitalization_for_asthma
275,pregnancy complications
276,airway muscle hypertrophy
277,dehumidification
278,emergency_care
279,down_comforters
280,regular_bedding_hygiene
281,nicotine addiction
282,prematurity
283,allergic medicines
284,trigger_avoidance
285,structural_sealant
286,bronchial smooth muscle hyperresponsiveness
287,bronchodilator responsiveness tests
288,avoiding disinfectants that trigger asthma attacks
289,airway sensitivity
290,low birth weight
291,avoiding triggers
292,absenteeism
293,asthma-related_anxiety
294,outdoor_air_pollutants
295,low_humidity_control
296,house dust mites
297,active_smoking
298,upholstered_furniture
299,overweight
300,viral respiratory infections
301,chronic_condition
302,physical examination
303,1_in_13_americans
304,peak expiratory flow tests
305,using fan to blow air outdoors
306,allergy tests
307,poor_medication_adherence
308,allergens
309,not cleaning frequently touched items
310,preterm birth
311,physical exercise
312,thunderstorm asthma
313,cockroach_allergen
314,tobacco_use
315,allergies
316,cleaning and disinfecting frequently touched items
317,sars-cov-2 infection
318,allergic sensitization
319,humidity_control
320,asthma exacerbation
321,e-cigarette flavorings
322,avoiding_aerosol_exposure
323,allergic_reactions
324,avoiding cleaning product spray into air
325,1_in_13_people_in_the_united_states
326,infection_prevention
327,viral_respiratory_infections
328,family_history
329,chest_tightness
330,work-related asthma
331,indoor allergens
332,moisture_control
333,mold_remediation
334,pollen
335,family_history_of_asthma
336,activity_limitation
337,integrated_pest_management
338,furry pets
339,low_birth_weight
340,excessive mucus production
341,oxygen_therapy
342,cockroach_presence
343,spirometry
344,health_literacy_issues
345,coughing
346,tobacco smoking
347,pneumococcal vaccination
348,food_storage
349,sinus infections
350,nitrogen_dioxide_(no2)_exposure
351,sanitation_practice
352,air_pollutant
353,high humidity
354,taking medications as prescribed
355,certain medicines
356,having 30-day medication supply
357,asthma flare-ups
358,trouble_with_usual_activities
359,treatment
360,asthma_medications
361,workplace allergen exposure
362,poor_concentration
363,nocturnal_coughing
364,chest x-ray
365,plumbing_repair
366,using asthma-triggering disinfectants
367,peak flow monitoring
368,panic disorder
369,harder_to_breathe
370,swelling_of_airways
371,lightheadedness
372,worsened_asthma_symptoms
373,dyspnea
374,life-threatening_situation
375,low_peak_flow_number
376,tightening_of_airways
377,mucous_obstruction
378,medical_attention
379,airway_edema
380,bronchoconstriction
381,asthma symptoms
382,worsened asthma symptoms
383,grass_pollen
384,triggers
385,feathers
386,perfume
387,smoke
388,tree_pollen
389,cold
390,weather_changes
391,other_conditions
392,fumes
393,dust
394,animal_fur
395,strong_soaps
396,using_medicines
397,allergic asthma
398,inhaled corticosteroids
399,allergy immunotherapy
400,biologic therapies
401,cataracts
402,osteoporosis
403,emergency protocol
404,medication regimen
405,using medicines
406,trigger identification
407,bronchiectasis
408,airway infection
409,adverse_reaction
410,preventing infections
411,avoiding_triggers
412,managing pests
413,spacer_device
414,inhaled long-acting bronchodilators
415,allergic response
416,rapid heartbeat
417,tremors
418,inhaled mast cell stabilizers
419,exercise-induced asthma
420,pre-exercise reliever medication
421,physical exertion
422,nocturnal asthma
423,poor symptom management
424,nocturnal allergen exposure
425,asthma onset
426,controlling indoor humidity
427,physician
428,air cleaner with hepa filter
429,leukotriene modifiers
430,medications for allergic reactions
431,medications
432,removing mold
433,biologic medicines
434,allergen-proof mattress and pillowcase covers
