subject,predicate,object
swallowing problems,leads_to_complication,food aspiration
swallowing problems,leads_to_complication,saliva aspiration
antibiotics,treats,bacteria growth
surgery,is_prevented_by,preoperative fasting
pneumonia,is_treated_by,antibiotics
pneumonia,is_treated_by,antiviral medicine
pneumonia,is_treated_by,antifungal medicines
pneumonia,is_treated_by,over-the-counter medicines
pneumonia,is_treated_by,ventilator
pneumonia,is_treated_by,intravenous fluids
pneumonia,is_treated_by,surgery
pneumonia,has_risk_factor,serious condition
pneumonia,leads_to_complication,serious infection
pneumonia,occurs_with,bacterial infection
pneumonia,occurs_with,viral infection
pneumonia,occurs_with,fungal infection
antibiotics,treats,bacterial pneumonia
antiviral medicine,treats,viral pneumonia
antifungal medicines,treats,fungal pneumonia
over-the-counter medicines,treats,fever
over-the-counter medicines,treats,muscle pain
oxygen therapy,treats,low oxygen levels
ventilator,treats,respiratory failure
intravenous fluids,treats,dehydration
surgery,treats,infected lung tissue
bacterial pneumonia,is_caused_by,bacteria
viral pneumonia,is_caused_by,virus
fungal pneumonia,is_caused_by,fungus
pneumonia,has_symptom,tiredness
pneumonia,leads_to_complication,acute respiratory distress (ards)
pneumonia,leads_to_complication,respiratory failure
pneumonia,leads_to_complication,necrotizing pneumonia
pneumonia,leads_to_complication,sepsis
pneumonia,leads_to_complication,lung tissue death
pneumonia,leads_to_complication,heart damage
pneumonia,leads_to_complication,kidney damage
pneumonia,leads_to_complication,liver damage
pneumonia,leads_to_complication,depression
pneumonia,leads_to_complication,worsening heart diseases
pneumonia,leads_to_complication,worsening blood vessel diseases
pneumonia,is_treated_by,pulmonary rehabilitation
pneumonia,is_treated_by,physical therapy
pneumonia,is_prevented_by,covering nose and mouth while coughing or sneezing
pneumonia,is_prevented_by,limiting contact with others
pneumonia,is_prevented_by,frequent hand washing
pneumonia,is_prevented_by,avoiding secondhand smoke
pneumonia,is_prevented_by,avoiding alcohol and illegal drugs
pneumonia,has_risk_factor,not following treatment plan
pneumonia,has_risk_factor,untreated pneumonia
pneumonia,has_risk_factor,alcohol and drug use
pneumonia,associated_with,antibiotic resistance
pneumonia,treats,antibiotics
antibiotics,treats,pneumonia
bacterial infection,causes,pneumonia
untreated pneumonia,causes,complications
smoking,causes,worsening pneumonia
alcohol and drug use,causes,weakened immune system
weakened immune system,causes,pneumonia complications
not following treatment plan,causes,antibiotic resistance
not following treatment plan,causes,pneumonia recurrence
pneumonia recurrence,associated_with,pneumonia
pneumonia,has_risk_factor,age under 5 years
pneumonia,has_risk_factor,adults over the age of 65
pneumonia,has_risk_factor,preexisting health problems
pneumonia,leads_to_complication,life-threatening illness
pneumonia,leads_to_complication,death
pneumonia,occurs_with,alveoli filled with pus and fluid
pneumonia,has_symptom,sweating and shaking chills
pneumonia,has_symptom,chest pain
pneumonia,has_symptom,confusion
pneumonia,is_treated_by,amoxicillin dispersible tablets
pneumonia,is_treated_by,oral antibiotics
pneumonia,is_treated_by,rest
pneumonia,is_treated_by,hydration
pneumonia,is_diagnosed_by,health centre diagnosis
pneumonia,is_diagnosed_by,community health workers
pneumonia,is_prevented_by,immunization against hib
pneumonia,is_prevented_by,immunization against pneumococcus
pneumonia,is_prevented_by,immunization against measles
pneumonia,is_prevented_by,immunization against influenza
pneumonia,is_prevented_by,immunization against whooping cough (pertussis)
pneumonia,is_prevented_by,hand washing
pneumonia,is_prevented_by,reducing indoor air pollution
pneumonia,is_prevented_by,stop smoking
pneumonia,is_prevented_by,healthy diet
pneumonia,is_prevented_by,regular exercise
pneumonia,is_prevented_by,exclusive breastfeeding
amoxicillin dispersible tablets,treats,pneumonia
oral antibiotics,treats,pneumonia
rest,treats,pneumonia
hydration,treats,pneumonia
vaccines,prevents,pneumonia
immunization against hib,prevents,pneumonia
immunization against pneumococcus,prevents,pneumonia
immunization against measles,prevents,pneumonia
immunization against influenza,prevents,pneumonia
immunization against whooping cough (pertussis),prevents,pneumonia
hand washing,prevents,pneumonia
good hygiene,prevents,pneumonia
reducing indoor air pollution,prevents,pneumonia
stop smoking,prevents,pneumonia
healthy diet,prevents,pneumonia
regular exercise,prevents,pneumonia
exclusive breastfeeding,prevents,pneumonia
pneumonia,associated_with,alveoli filled with pus and fluid
pneumonia,associated_with,severe cases requiring hospitalization
pneumonia,associated_with,community level diagnosis and treatment
pneumonia,associated_with,trained community health workers
