src,edge_attr,dst
0,has_risk_factor,177
0,is_treated_by,178
0,has_risk_factor,179
0,has_trigger,180
0,is_treated_by,181
0,leads_to_complication,182
0,has_risk_factor,182
0,has_risk_factor,183
0,has_risk_factor,184
0,is_treated_by,185
0,is_prevented_by,185
0,is_treated_by,186
0,has_risk_factor,187
0,associated_with,188
0,has_risk_factor,188
0,occurs_with,188
0,has_risk_factor,189
0,has_risk_factor,190
0,is_caused_by,191
0,has_risk_factor,191
0,has_risk_factor,192
0,has_risk_factor,193
0,has_risk_factor,194
0,has_risk_factor,195
0,has_risk_factor,196
0,has_risk_factor,197
0,associated_with,198
0,leads_to,199
0,has_risk_factor,200
0,is_prevented_by,201
0,is_treated_by,202
0,has_risk_factor,203
0,is_caused_by,203
0,associated_with,204
0,occurs_with,205
0,leads_to_complication,205
0,has_risk_factor,206
0,has_risk_factor,207
0,has_trigger,208
0,is_treated_by,209
0,has_risk_factor,210
0,has_risk_factor,211
0,is_prevented_by,212
0,is_prevented_by,213
0,is_caused_by,214
0,is_prevented_by,215
0,has_risk_factor,216
0,leads_to_complication,217
0,is_treated_by,218
0,is_treated_by,219
0,has_risk_factor,220
0,has_risk_factor,221
0,has_risk_factor,222
0,has_risk_factor,223
0,occurs_with,223
0,is_diagnosed_by,224
0,is_caused_by,225
0,has_risk_factor,225
0,has_risk_factor,226
0,leads_to,227
0,is_prevented_by,228
0,has_risk_factor,229
0,associated_with,230
0,has_risk_factor,231
0,has_risk_factor,232
0,is_treated_by,233
0,has_risk_factor,234
0,has_risk_factor,235
0,has_risk_factor,236
0,occurs_with,237
0,is_caused_by,237
0,leads_to_complication,238
0,has_risk_factor,239
0,associated_with,240
0,has_risk_factor,241
0,has_risk_factor,242
0,has_risk_factor,243
0,leads_to_complication,244
0,has_symptom,245
0,treats,245
0,has_risk_factor,246
0,has_risk_factor,247
0,has_risk_factor,248
0,is_treated_by,249
0,associated_with,250
0,is_treated_by,251
0,has_risk_factor,252
0,has_risk_factor,253
0,is_treated_by,254
0,has_risk_factor,255
0,is_prevented_by,256
0,has_symptom,257
0,has_risk_factor,258
0,associated_with,259
0,has_risk_factor,260
0,has_risk_factor,261
0,has_risk_factor,262
0,has_risk_factor,263
0,is_prevented_by,264
0,has_risk_factor,265
0,has_symptom,266
0,has_risk_factor,267
0,has_risk_factor,268
0,has_risk_factor,269
0,has_risk_factor,270
0,leads_to,271
0,has_risk_factor,272
0,has_risk_factor,273
0,has_risk_factor,274
0,associated_with,275
0,is_caused_by,276
0,is_prevented_by,277
0,associated_with,278
0,has_risk_factor,279
0,is_prevented_by,280
0,associated_with,281
0,has_risk_factor,282
0,has_risk_factor,283
0,is_treated_by,284
0,is_prevented_by,285
0,is_caused_by,286
0,is_diagnosed_by,287
0,is_prevented_by,288
0,associated_with,289
0,leads_to,290
0,is_prevented_by,291
0,leads_to_complication,292
0,has_risk_factor,293
0,has_risk_factor,294
0,is_prevented_by,295
0,is_caused_by,296
0,has_risk_factor,297
0,has_risk_factor,298
0,associated_with,299
0,associated_with,300
0,associated_with,301
0,is_diagnosed_by,302
0,has_risk_factor,303
0,is_diagnosed_by,304
0,is_prevented_by,305
0,is_diagnosed_by,306
0,has_risk_factor,307
0,has_risk_factor,308
0,has_risk_factor,309
0,leads_to,310
0,has_risk_factor,311
0,associated_with,312
0,is_caused_by,313
0,has_risk_factor,314
0,has_risk_factor,315
0,is_prevented_by,316
0,is_caused_by,317
0,associated_with,318
0,is_treated_by,319
0,has_symptom,320
0,associated_with,321
0,is_prevented_by,322
0,occurs_with,323
0,is_prevented_by,324
0,has_risk_factor,325
0,is_treated_by,326
0,has_risk_factor,327
0,is_caused_by,328
0,has_symptom,329
0,associated_with,330
0,has_trigger,331
0,is_prevented_by,332
0,is_treated_by,333
0,has_risk_factor,334
0,has_risk_factor,335
0,leads_to_complication,336
0,is_prevented_by,337
0,has_risk_factor,338
0,has_risk_factor,339
0,has_symptom,340
0,is_treated_by,341
0,has_risk_factor,342
0,is_diagnosed_by,343
0,has_risk_factor,344
0,has_symptom,345
0,is_caused_by,346
0,is_prevented_by,347
0,is_prevented_by,348
0,has_risk_factor,349
0,has_risk_factor,350
0,is_prevented_by,351
0,is_caused_by,352
0,has_risk_factor,353
0,is_prevented_by,354
0,has_trigger,355
0,is_prevented_by,356
0,leads_to,357
0,leads_to_complication,358
0,is_treated_by,359
0,is_treated_by,360
0,is_caused_by,361
0,leads_to_complication,362
0,has_symptom,363
0,is_diagnosed_by,364
0,is_prevented_by,365
0,has_risk_factor,366
0,is_treated_by,367
0,associated_with,368
204,associated_with,0
6,causes,205
205,has_symptom,369
205,has_symptom,370
205,has_symptom,371
205,has_symptom,372
205,has_symptom,373
205,is_treated_by,278
205,has_symptom,329
205,has_symptom,345
205,leads_to_complication,374
205,occurs_with,375
205,has_symptom,376
205,occurs_with,377
205,is_treated_by,378
205,occurs_with,379
205,has_symptom,174
205,occurs_with,380
11,associated_with,0
12,causes,381
13,causes,245
16,associated_with,0
16,causes,24
252,causes,245
245,leads_to_complication,0
245,associated_with,0
245,occurs_with,382
335,causes,0
189,causes,245
30,caused_by,383
30,caused_by,384
30,caused_by,385
30,caused_by,386
30,caused_by,387
30,caused_by,388
30,caused_by,389
30,caused_by,390
30,caused_by,391
30,caused_by,392
30,caused_by,393
30,caused_by,394
30,caused_by,395
21,is_treated_by,396
254,treats,0
397,is_treated_by,398
397,is_treated_by,399
397,is_treated_by,400
397,is_caused_by,131
398,has_risk_factor,401
398,has_risk_factor,402
38,causes,245
39,associated_with,0
43,is_prevented_by,112
43,prevents,0
45,causes,0
48,causes,0
112,includes,403
112,includes,43
112,is_treated_by,43
112,includes,404
112,is_treated_by,291
112,includes,291
112,includes,405
112,treats,0
112,includes,406
56,causes,245
164,has_risk_factor,320
164,has_risk_factor,407
164,has_risk_factor,408
60,causes,0
360,treats,0
360,has_side_effect,409
130,causes,16
130,associated_with,0
65,causes,245
71,causes,0
202,treats,0
410,treats,0
359,includes,21
359,treats,0
359,includes,396
359,includes,43
359,includes,411
124,causes,245
353,causes,245
77,causes,381
412,treats,0
88,treats,0
381,leads_to_complication,245
106,causes,245
97,causes,245
413,treats,0
100,causes,0
144,associated_with,0
414,prevents,380
109,associated_with,0
113,causes,245
338,causes,245
116,causes,245
334,causes,381
334,causes,245
203,causes,0
399,prevents,415
291,is_prevented_by,112
291,prevents,0
291,treats,0
136,diagnoses,0
138,causes,0
233,treats,320
233,has_adverse_effect,416
233,has_adverse_effect,417
151,causes,245
418,prevents,130
419,is_type_of,0
419,is_treated_by,420
419,is_caused_by,421
422,is_type_of,0
422,is_caused_by,423
422,is_caused_by,424
159,treats,0
168,associated_with,425
339,causes,0
173,causes,245
221,causes,245
258,causes,0
188,causes,381
188,leads_to_complication,245
349,causes,245
194,causes,245
282,causes,0
207,causes,0
210,causes,0
218,treats,0
426,treats,0
299,causes,0
223,causes,381
246,causes,0
343,is_performed_by,427
428,treats,0
429,prevents,130
430,treats,0
243,causes,245
315,causes,245
315,causes,0
431,treats,0
283,causes,245
405,is_prevented_by,112
432,treats,0
311,causes,245
327,causes,0
433,treats,0
434,treats,0
