src,edge_attr,dst
14,is_prevented_by,243
14,prevented_by,243
14,has_symptom,244
14,is_prevented_by,245
14,is_prevented_by,246
14,treated_with,247
14,is_treated_by,247
14,requires,247
14,associated_with,248
14,associated_with,249
14,treated_with,250
14,is_prevented_by,251
14,diagnosed_by,252
14,has_symptom,253
14,is_studied_by,254
14,leads_to_complication,255
14,has_risk_factor,256
14,has_symptom,257
14,is_treated_by,258
14,has_symptom,259
14,is_caused_by,260
14,associated_with,261
14,is_treated_by,262
14,is_prevented_by,263
14,has_symptom,264
14,is_diagnosed_by,265
14,is_prevented_by,266
14,is_prevented_by,267
14,has_risk_factor,268
14,has_complication,269
14,increases_risk_of,269
14,has_risk_factor,270
14,leads_to_complication,271
14,has_symptom,272
14,is_caused_by,273
14,associated_with,274
14,associated_with,275
14,has_risk_factor,276
14,associated_with,277
14,associated_with,278
14,is_treated_by,279
14,has_risk_factor,280
14,treated_with,281
14,prevented_by,282
14,diagnosed_by,283
14,has_symptom,284
14,has_risk_factor,285
14,leads_to_complication,286
14,is_prevented_by,287
14,is_caused_by,288
14,has_symptom,289
15,enhances,290
16,causes,291
17,increase_risk,14
292,part_of,10
292,prevents,6
292,prevents,14
10,reduce,6
10,include,292
10,reduce_risk_of,293
19,prevents,294
8,reduces,6
8,achieved_through,4
226,results_in,295
226,diagnosed_by,61
295,associated_with,14
22,leads_to_complication,296
120,has_risk_factor,297
120,has_risk_factor,298
120,has_risk_factor,299
120,has_risk_factor,300
120,has_risk_factor,301
120,has_risk_factor,274
120,has_risk_factor,302
120,has_risk_factor,303
120,has_risk_factor,304
120,has_risk_factor,305
214,alleviated_by,247
214,associated_with,14
247,alleviates,214
247,administered_in,306
4,prevents,7
4,induces,307
4,includes,308
4,includes,309
4,includes,310
4,prevents,311
4,prevents,312
4,prevents,313
4,prevents,273
4,prevents,314
4,prevents,315
4,enhanced_by,292
4,contributes_to,8
4,prevents,316
4,recommended_by,126
4,prevents,317
4,prevents,318
24,is_required_for,319
25,increases_risk_of,14
68,prevents,320
320,causes,14
67,includes,321
67,is_caused_by,322
67,caused_by,323
67,includes,324
67,includes,273
67,is_caused_by,325
67,includes,326
67,is_caused_by,327
67,is_caused_by,328
67,includes,318
201,ineffective_against,329
201,treats,330
201,used_for,331
329,not_treated_with,201
329,subclass_of,14
329,treated_with,332
28,treats,333
111,performed_in,334
334,confirmed_by,335
334,improved_by,336
45,caused_by,337
45,includes,338
45,includes,316
45,is_caused_by,339
45,includes,340
45,is_caused_by,341
45,is_caused_by,342
337,diagnosed_by,343
337,cause,331
337,transmitted_through,36
307,protects_against,14
344,requires,24
345,causes,14
115,causes,346
346,increases_risk,14
308,prevents,14
36,transmitted_through,347
36,transmitted_through,348
36,spread,14
41,leads_to,349
290,protects_against,14
290,boosted_by,243
290,improved_by,15
309,prevents,14
42,increases_risk,350
263,prevents,351
351,causes,14
242,associated_with,14
352,protected_by,282
352,defends_against,14
282,enhances,352
282,reduces_risk_of,353
282,prevents,14
251,includes,77
251,includes,354
251,includes,355
251,includes,292
251,includes,356
251,includes,357
251,includes,358
77,prevents,14
77,reduces_risk_of,14
61,shows,226
46,treats,359
360,targets,337
176,has_risk_factor,361
176,has_risk_factor,362
176,has_risk_factor,363
361,exacerbates,364
180,has_risk_factor,365
180,has_risk_factor,366
367,prevents,14
310,prevents,14
167,affects,368
369,has_risk_factor,370
369,has_risk_factor,371
369,has_risk_factor,372
369,has_risk_factor,161
369,has_risk_factor,373
369,has_risk_factor,374
353,prevented_by,282
353,associated_with,150
353,prevented_by,135
375,causes,14
144,reduces_risk_of,14
144,includes,376
262,treats,14
62,indicates,377
9,reduced_by,292
9,increases_risk_of,293
169,associated_with,14
134,treats,29
378,guided_by,379
379,inform,378
379,recommend,4
335,utilizes,343
74,used_in,380
376,prevents,14
109,increases_risk,381
150,associated_with,170
150,increases_risk_of,353
81,measure,382
343,identifies,337
126,supports,336
126,provides,379
336,provided_by,126
336,enhances,334
85,prevents,375
359,is_caused_by,383
87,experiences,6
384,is_caused_by,385
143,increases_risk_of,14
143,is_risk_factor,386
387,is_caused_by,312
387,is_caused_by,388
330,is_caused_by,69
183,is_caused_by,389
94,treats,384
97,complicates,390
280,leads_to,97
100,includes,391
100,includes,392
100,includes,393
323,transmitted_through,36
323,cause,329
243,enhances,290
104,caused_by,14
104,associated_with,14
104,leads_to_complication,92
331,treated_with,201
331,subclass_of,14
331,indicated_by,394
163,treats,395
170,associated_with,150
170,increases_risk_of,14
148,at_risk_of,14
124,leads_to_complication,396
124,requires,397
145,increase_risk,14
175,increase_risk,14
135,administered_during,301
135,protects_against,353
135,reduces_risk_of,293
139,treats,398
232,examines,293
293,prevented_by,292
293,occurs_in,9
293,prevented_by,135
293,prevented_by,10
147,leads_to_complication,399
147,associated_with,14
382,elevated_in,331
301,associated_with,135
179,supported_by,400
400,assist_in,334
401,not_requiring,24
401,treated_with,402
403,causes,14
160,affects,404
377,assessed_by,405
405,low_in,14
332,administered_in,306
285,has_risk_factor,406
285,has_risk_factor,407
319,requires,408
409,provides,275
275,utilizes,400
410,indicates,377
187,associated_with,14
187,leads_to_complication,411
189,associated_with,14
190,aids_in,412
402,used_for,401
358,includes,413
306,associated_with,414
414,involves,360
223,prevents,403
204,increase_risk,14
269,caused_by,14
269,associated_with,14
415,associated_with,14
210,provides,416
211,prevents,345
230,leads_to_complication,255
234,measures,405
417,requires,397
397,provided_for,124
397,provided_in,306
277,indicates,417
254,specializes_in,378
258,treats,14
418,at_risk_of,353
419,prevents,14
